255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	254	255
255	255	255
255	255	254
255	255	254
255	255	255
255	255	255
255	255	254
255	255	252
255	252	254
255	255	255
253	255	254
250	255	253
252	254	254
255	254	255
255	254	255
255	254	255
250	253	255
251	254	255
252	254	254
255	255	251
255	255	251
255	255	252
255	255	255
255	254	255
251	255	255
251	255	255
251	253	253
252	254	255
255	254	255
255	254	255
255	253	255
255	252	255
251	255	254
251	255	254
251	255	255
251	255	255
253	255	255
253	255	255
253	255	255
253	254	255
255	255	252
255	255	252
255	255	254
254	255	253
255	255	254
255	255	255
255	255	255
255	255	255
255	254	255
255	254	255
255	254	255
255	254	255
254	254	254
254	255	253
254	255	251
254	255	250
254	253	255
254	254	254
255	255	254
255	255	252
255	255	252
255	253	254
255	252	255
254	252	255
253	255	255
255	255	252
255	255	249
255	255	249
255	254	253
255	252	254
255	254	255
253	255	255
251	255	251
252	255	250
254	255	251
255	255	252
255	254	253
254	255	253
253	255	255
253	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
